content,genre,image_url
you,代名詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/you.jpeg
he,代名詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/he.jpeg
she,代名詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/she.jpeg
it,代名詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/it.jpeg
they,代名詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/they.jpeg
