content,genre,image_url
quickly,副詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/quickly.jpeg
happily,副詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/happily.jpeg
sadly,副詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/sadly.jpeg
slowly,副詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/slowly.jpeg
silently,副詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/silently.jpeg
