content,genre,image_url
oh,間投詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/oh.jpeg
wow,間投詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/wow.jpeg
ah,間投詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/ah.jpeg
hmm,間投詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/hmm.jpeg
uh,間投詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/uh.jpeg
