content,genre,image_url
and,接続詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/and.jpeg
but,接続詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/but.jpeg
or,接続詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/or.jpeg
so,接続詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/so.jpeg
yet,接続詞,https://imge-url.s3.ap-northeast-1.amazonaws.com/yet.jpeg
